family,family_common_name,scientific_name,classification,iucn_classification,assessment_date,iucn_assessment_date,authority,authority_link,species_link
Cichlidae,Cichlids,Teleogramma brichardi,CR,,Feb-2023,Feb-2009,AL,,https://cichlidae.com/species.php?id=1348
Cichlidae,Cichlids,Thoracochromis brauschi,CVU,LC,Jan-2017,Feb-2009,GS,,https://cichlidae.com/species.php?id=562
Cichlidae,Cichlids,Thoracochromis callichromus,CVU,LC,Aug-2018,Feb-2009,GS,,https://cichlidae.com/species.php?id=1366
Cichlidae,Cichlids,Thoracochromis flavententis,CCR,,Jul-2024,,PG,,
Cichlidae,Cichlids,Thoracochromis pharyngalis,CEN,,Jul-2024,,PG,,https://cichlidae.com/species.php?id=691
Cichlidae,Cichlids,Thorichthys callolepis,VU,,Jan-2017,,CRC,https://cichlidae.com,https://cichlidae.com/species.php?id=245
Cichlidae,Cichlids,Tilapia busumana,CEN,VU,Mar-2018,Apr-2006,AL,,https://cichlidae.com/species.php?id=636
Cichlidae,Cichlids,Tilapia guinasana,CR,,Mar-2007,,IUCN,http://www.iucnredlist.org/details/63354/0,https://cichlidae.com/species.php?id=648
Cichlidae,Cichlids,Tilapia ruweti,CNT,LC,Jan-2017,May-2009,PVL,,https://cichlidae.com/species.php?id=660
Cichlidae,Cichlids,Tramitichromis variabilis,CEW,LC,Jan-2017,Jun-2018,AK,,https://cichlidae.com/species.php?id=1977
Cichlidae,Cichlids,Trematocranus brevirostris,CVU,LC,Jul-2024,Jun-2018,AK,,https://cichlidae.com/species.php?id=1541
Cichlidae,Cichlids,Trematocranus labifer,CEW,DD,Jul-2024,Jun-2018,AK,,https://cichlidae.com/species.php?id=1465
Cichlidae,Cichlids,Trematocranus microstoma,EN,,May-2018,,IUCN,https://www.iucnredlist.org/species/60947/148654097,https://cichlidae.com/species.php?id=1460
Cichlidae,Cichlids,Tropheops biriwira,NT,,Jun-2018,,IUCN,https://www.iucnredlist.org/species/117850663/148848731,https://cichlidae.com/species.php?id=2291
Cichlidae,Cichlids,Tropheops kumwera,NT,,Jun-2018,,IUCN,https://www.iucnredlist.org/species/117850739/148848837,https://cichlidae.com/species.php?id=2286
Cichlidae,Cichlids,Tropheops microstoma,NT,,Jun-2018,,IUCN,https://www.iucnredlist.org/species/61158/148846735,https://cichlidae.com/species.php?id=537
Cichlidae,Cichlids,Tropheops modestus,NT,,Jun-2018,,IUCN,https://www.iucnredlist.org/species/61172/148847246,https://cichlidae.com/species.php?id=539
Cichlidae,Cichlids,Tropheus brichardi “Mtosi / Fiery Fry”,CCR,,Jul-2024,,AK,,https://cichlidae.com/species.php?id=157
Cichlidae,Cichlids,Tropheus duboisi,CCR,,Jan-2024,,AK,,https://cichlidae.com/species.php?id=158
Cichlidae,Cichlids,Tropheus moorii,CCR,,Jan-2024,,AK,,https://cichlidae.com/species.php?id=159
Cichlidae,Cichlids,Xenotilapia burtoni,CCR,VU,Jan-2024,Jan-2006,AK,,https://cichlidae.com/species.php?id=898
Cichlidae,Cichlids,Xystichromis nuchisquamulatus,CEN,DD,Jan-2017,Mar-2010,GS,,https://cichlidae.com/species.php?id=970
Cichlidae,Cichlids,Xystichromis phytophagus,CNT,DD,Jan-2017,Mar-2010,GS,,https://cichlidae.com/species.php?id=44
Cichlidae,Cichlids,Xystichromis,CNT,,Jan-2017,,GS,,
Cichlidae,Cichlids,Xystichromis,CNT,,Jan-2017,,GS,,
Cichlidae,Cichlids,Xystichromis,CVU,,Jan-2017,,GS,,https://cichlidae.com/species.php?id=1561
Cichlidae,Cichlids,Xystichromis,CCR,,Jan-2017,,GS,,https://cichlidae.com/species.php?id=1712
Cichlidae,Cichlids,Xystichromis,CVU,,Jan-2017,,GS,,
Cichlidae,Cichlids,Yssichromis argens,CEN,,Jan-2017,,GS,,https://cichlidae.com/species.php?id=1608
Cichlidae,Cichlids,Yssichromis heusinkveldi,CR,,Mar-2010,,IUCN,http://www.iucnredlist.org/details/40268/0,https://cichlidae.com/species.php?id=60725
Cichlidae,Cichlids,Yssichromis laprogramma,LC,,Mar-2010,,IUCN,http://www.iucnredlist.org/details/185845/0,https://cichlidae.com/species.php?id=1610
Cichlidae,Cichlids,Yssichromis piceatus,CCR,,Jan-2017,,GS,,https://cichlidae.com/species.php?id=780
Cichlidae,Cichlids,Yssichromis pyrrhocephalus,CVU,LC,Jan-2017,Mar-2010,GS,,https://cichlidae.com/species.php?id=1607
Cichlidae,Cichlids,Yssichromis,CEW,,Jan-2017,,GS,,
Cobitidae,True loaches,Ambastaia sidthimunki,EN,,Feb-2011,,IUCN,http://www.iucnredlist.org/apps/redlist/details/2953/0,
Cyprinidae,Minnows & Carps,Barbus asoka,EN,,,,IUCN,,
Cyprinidae,Minnows & Carps,Barbus bandula,CEN,,,,PVL,,
Cyprinidae,Minnows & Carps,Barbus brevipinnis,NT,,May-2012,,IUCN,,
Cyprinidae,Minnows & Carps,Barbus martenstyni,EN,,,,IUCN,,
Cyprinidae,Minnows & Carps,Barbus narayani,CEN,,,,PVL,,
Cyprinidae,Minnows & Carps,Barbus srilankensis,CEN,,,,PVL,,
Cyprinidae,Minnows & Carps,Chela caeruleostigmata,EN,,May-2012,,IUCN,,
Cyprinidae,Minnows & Carps,Danio pathirana,EN,,May-2012,,IUCN,,
Cyprinidae,Minnows & Carps,Danio,CEN,,,,PVL,,
Cyprinidae,Minnows & Carps,Epalzeorhynchos bicolor,CR,,May-2012,,IUCN,,
Cyprinidae,Minnows & Carps,Garra barreimiae,VU,,,,IUCN,,
Cyprinidae,Minnows & Carps,Garra dunsirei,VU,,,,IUCN,,
Cyprinidae,Minnows & Carps,Garra longipinnis,VU,,,,IUCN,,
Cyprinidae,Minnows & Carps,Opsaridium peringueyi,CVU,,,,PVL,,
Cyprinidae,Minnows & Carps,Rohanella titteya,CNT,,Oct-2013,,PVL,,
Cyprinidae,Minnows & Carps,Tanichthys albonubes,CEW,,,,PVL,,
Cyprinidae,Minnows & Carps,Tanichthys micagemmae,CVU,,,,PVL,,
Cyprinidae,Minnows & Carps,Tanichthys thacbaensis,CVU,,May-2010,,PVL,,
Cyprinidae,Minnows & Carps,Tanichthys,CEW,,,,PVL,,
Cyprinidae,Minnows & Carps,Trigonostigma somphongsi,CR,,Feb-2011,,IUCN,,
Cyprinodontidae,Pupfish,Aphanius transgrediens,CR,,Mar-2013,,IUCN,https://www.iucnredlist.org/species/1850/19006201 ,
Cyprinodontidae,Pupfish,Cualac tessellatus,VU,,Nov-2018,,IUCN,https://www.iucnredlist.org/species/5933/3078207 ,http://www.mexfish.info/species.php?id=452
Cyprinodontidae,Pupfish,Cyprinodon alvarezi,CEW,EW,Jun-2024,Sep-2018,RP,https://caresforfish.org/?page_id=475,http://www.mexfish.info/species.php?id=454
Cyprinodontidae,Pupfish,Cyprinodon beltrani,VU,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6146/3104812,http://www.mexfish.info/species.php?id=458
Cyprinodontidae,Pupfish,Cyprinodon fontinalis,EN,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/6153/3104874,http://www.mexfish.info/species.php?id=465
Cyprinodontidae,Pupfish,Cyprinodon labiosus,VU,,Dec-2018,,IUCN,https://www.iucnredlist.org/species/6154/3104905 ,http://www.mexfish.info/species.php?id=467
Cyprinodontidae,Pupfish,Cyprinodon longidorsalis,CEW,EW,Jun-2024,Sep-2018,RP,https://caresforfish.org/?page_id=475,http://www.mexfish.info/species.php?id=469
Cyprinodontidae,Pupfish,Cyprinodon macrolepis,NT,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6174/3107266,http://www.mexfish.info/species.php?id=470
Cyprinodontidae,Pupfish,Cyprinodon maya,VU,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6158/3105157,http://www.mexfish.info/species.php?id=474
Cyprinodontidae,Pupfish,Cyprinodon meeki,EN,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6159/3105308,http://www.mexfish.info/species.php?id=475
Cyprinodontidae,Pupfish,Cyprinodon pachycephalus,CR,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6162/3106242,http://www.mexfish.info/species.php?id=477
Cyprinodontidae,Pupfish,Cyprinodon simus,NT,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/6167/3107162,http://www.mexfish.info/species.php?id=481
Cyprinodontidae,Pupfish,Cyprinodon verecundus,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/6170/3107217,http://www.mexfish.info/species.php?id=482
Cyprinodontidae,Pupfish,Cyprinodon veronicae,CEW,EW,Jun-2024,Sep-2018,RP,,http://www.mexfish.info/species.php?id=483
Cyprinodontidae,Pupfish,Megupsilon aporus,EX,,Sep-2018,,IUCN,https://www.iucnredlist.org/species/13013/511283,http://www.mexfish.info/species.php?id=510
Gobiidae,Gobies,Glossogobius flavipinnis,VU,,Aug-1996,,IUCN,,
Gobiidae,Gobies,Glossogobius intermedius,VU,,,,IUCN,,
Gobiidae,Gobies,Glossogobius matanensis,VU,,,,IUCN,,
Goodeidae,Splitfins,Allodontichthys hubbsi,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=4
Goodeidae,Splitfins,Allodontichthys polylepis,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=5
Goodeidae,Splitfins,Allodontichthys tamazulae,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=21
Goodeidae,Splitfins,Allodontichthys zonistius,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=3
Goodeidae,Splitfins,Alloophorus robustus,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=42
Goodeidae,Splitfins,Allotoca catarinae,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=7
Goodeidae,Splitfins,Allotoca diazi,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=8
Goodeidae,Splitfins,Allotoca dugesi,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=6
Goodeidae,Splitfins,Allotoca goslinei,CEW,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=9
Goodeidae,Splitfins,Allotoca maculata,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=10
Goodeidae,Splitfins,Allotoca meeki,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=11
Goodeidae,Splitfins,Allotoca zacapuensis,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=13
Goodeidae,Splitfins,Ameca splendens,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=49
Goodeidae,Splitfins,Ataeniobius toweri,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=50
Goodeidae,Splitfins,Chapalichthys encaustus,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=54
Goodeidae,Splitfins,Chapalichthys pardalis,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=55
Goodeidae,Splitfins,Characodon audax,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=30
Goodeidae,Splitfins,Characodon lateralis,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=29
Goodeidae,Splitfins,Crenichthys baileyi moapae,CEN,,Feb-17,,JL,,
Goodeidae,Splitfins,Girardinichthys ireneae,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=899
Goodeidae,Splitfins,Girardinichthys multiradiatus,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=18
Goodeidae,Splitfins,Girardinichthys viviparus,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=19
Goodeidae,Splitfins,Ilyodon whitei,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=47
Goodeidae,Splitfins,Neoophorus regalis,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=12
Goodeidae,Splitfins,Neotoca bilineata,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=35
Goodeidae,Splitfins,Skiffia francesae,CEW,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=36
Goodeidae,Splitfins,Skiffia lermae,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=34
Goodeidae,Splitfins,Skiffia multipunctata,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=37
Goodeidae,Splitfins,Xenoophorus captivus,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=39
Goodeidae,Splitfins,Xenotaenia resolanae,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=33
Goodeidae,Splitfins,Xenotoca doadrioi,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=901
Goodeidae,Splitfins,Xenotoca eiseni,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=27
Goodeidae,Splitfins,Xenotoca lyonsi,CCR,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=902
Goodeidae,Splitfins,Xenotoca melanosoma,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=28
Goodeidae,Splitfins,Zoogoneticus purhepechus,CVU,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=52
Goodeidae,Splitfins,Zoogoneticus quitzeoensis,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=51
Goodeidae,Splitfins,Zoogoneticus tequila,CEN,,Feb-17,,JL,,http://www.mexfish.info/species.php?id=53
Loricariidae,Armoured catfish,Ancistomus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Ancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Baryancistrus chrysolomus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Baryancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Baryancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Baryancistrus xanthellus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Hopliancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Hypancistrus seideli,CVU,,August-2025,,ST,,
Loricariidae,Armoured catfish,Leporacanthicus heterodon,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Oligancistrus punctatissimus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Oligancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Oligancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Oligancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Oligancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Panaqolus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Panaque,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Parancistrus aurantiacus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Parancistrus nudiventris,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Parancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Peckoltia aff. snethlageae,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Peckoltia aff. vittata,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Pseudacanthicus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Pseudacanthicus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Pseudacanthicus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Pseudancistrus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Scobinancistrus aureatus,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Scobinancistrus aff. pariolispos,CVU,,Feb-2013,,ST,,
Loricariidae,Armoured catfish,Scobinancistrus,CVU,,Feb-2013,,ST,,
Melanotaeniidae,Rainbowfish,Cairnsichthys rhombosomoides,VU,,Aug-96,,IUCN,http://www.iucnredlist.org/details/3461/0,
Melanotaeniidae,Rainbowfish,Chilatherina alleni,VU,,March-2007,,IUCN,http://www.iucnredlist.org/details/169522/0,
Melanotaeniidae,Rainbowfish,Chilatherina axelrodi,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Chilatherina bleheri,VU,,Aug-96,,IUCN,http://www.iucnredlist.org/details/4629/0,
Melanotaeniidae,Rainbowfish,Chilatherina bulolo,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Chilatherina campsi,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Chilatherina sentaniensis,CEW,,July-2017,,GL,https://caresforfish.org/?page_id=709,
Melanotaeniidae,Rainbowfish,Glossolepis dorityi,CEW,,July-2017,,GL,https://caresforfish.org/?page_id=709,
Melanotaeniidae,Rainbowfish,Glossolepis incisus,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis kabia,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis maculosus,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis multisquamata,CNT,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis pseudoincisus,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis ramuensis,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Melanotaeniidae,Rainbowfish,Glossolepis wanamensis,CR,,August-1996,,IUCN,http://www.iucnredlist.org/details/9272/0,
Melanotaeniidae,Rainbowfish,Melanotaenia arfakensis,VU,,August-1996,,IUCN,http://www.iucnredlist.org/details/13057/0,
Melanotaeniidae,Rainbowfish,Melanotaenia boesemani,EN,,August-1996,,IUCN,http://www.iucnredlist.org/details/13058/0,
Melanotaeniidae,Rainbowfish,Melanotaenia eachamensis,VU,,August-1996,,IUCN,http://www.iucnredlist.org/details/13054/0,
Melanotaeniidae,Rainbowfish,Melanotaenia lacustris,VU,,August-1996,,IUCN,http://www.iucnredlist.org/details/13065/0,
Melanotaeniidae,Rainbowfish,Melanotaenia oktediensis,VU,,August-1996,,IUCN,http://www.iucnredlist.org/details/13070/0,
Melanotaeniidae,Rainbowfish,Melanotaenia parva,VU,,August-1996,,IUCN,http://www.iucnredlist.org/details/13072/0,
Melanotaeniidae,Rainbowfish,Rhadinocentrus ornatus,CVU,,July-2017,,KB,https://caresforfish.org/?page_id=1093,
Mochokidae,Squeakers,Chiloglanis bifurcus,EN,,Oct-2013,,IUCN,,
Mochokidae,Squeakers,Synodontis brichardi,VU,,Oct-2013,,IUCN,,
Mochokidae,Squeakers,Synodontis koensis,NT,,Oct-2013,,IUCN,,
Mochokidae,Squeakers,Synodontis macrops,VU,,,,IUCN,,
Mochokidae,Squeakers,Synodontis pardalis,NT,,Oct-2013,,IUCN,,
Mochokidae,Squeakers,Synodontis ruandae,VU,,,,IUCN,,
Nothobranchiidae,Toothcarps,Aphyosemion poliaki,EN,,Feb-2009,,IUCN,https://www.iucnredlist.org/species/182748/7959211 ,
Nothobranchiidae,Toothcarps,Epiplatys grahami,CEN,,,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Foerschichthys flavipinnis,CEN,,,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Fundulopanchax amieti,EN,,Feb-2009,,IUCN,https://www.iucnredlist.org/species/182209/7831690,
Nothobranchiidae,Toothcarps,Fundulopanchax sjoestedti,CEN,,Feb-2023,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Nothobranchius albimarginatus,EN,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/61268/47242786,
Nothobranchiidae,Toothcarps,Nothobranchius annectens,NT,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/61218/47240568,
Nothobranchiidae,Toothcarps,Nothobranchius bojiensis,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/60431/47188751,
Nothobranchiidae,Toothcarps,Nothobranchius elongatus,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/60442/47189428,
Nothobranchiidae,Toothcarps,Nothobranchius flammicomantis,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/60382/47186080,
Nothobranchiidae,Toothcarps,Nothobranchius foerschi,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/60348/47184248,
Nothobranchiidae,Toothcarps,Nothobranchius geminus,VU,,Oct-2018,,IUCN,https://www.iucnredlist.org/species/61296/47244197,
Nothobranchiidae,Toothcarps,Nothobranchius interruptus,EN,,Dec-2018,,IUCN,https://www.iucnredlist.org/species/60432/47188802,
Nothobranchiidae,Toothcarps,Nothobranchius kilomberoensis,VU,,Dec-2018,,IUCN,https://www.iucnredlist.org/species/61220/47240673,
Nothobranchiidae,Toothcarps,Nothobranchius korthausae,EN,,Dec-2018,,IUCN,http://www.iucnredlist.org/details/60308/47182634,
Nothobranchiidae,Toothcarps,Nothobranchius lourensi,NT,,Dec-2018,,IUCN,https://www.iucnredlist.org/species/61288/47243786,
Nothobranchiidae,Toothcarps,Nothobranchius luekei,EN,,Dec-2018,,IUCN,https://www.iucnredlist.org/species/60336/47183695,
Nothobranchiidae,Toothcarps,Nothobranchius orthonotus,CVU,,,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Nothobranchius patrizii,CVU,,,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Nothobranchius polli,CEN,EN,Jun-2024,Jan-2019,RP / (IUCN),https://caresforfish.org/?page_id=475,
Nothobranchiidae,Toothcarps,Nothobranchius rubripinnis,EN,,Jan-2019,,IUCN,https://www.iucnredlist.org/species/141974769/47184187,
Nothobranchiidae,Toothcarps,Nothobranchius steinforti,CR,,Jan-2019,,IUCN,https://www.iucnredlist.org/species/61221/47240724,
Nothobranchiidae,Toothcarps,Nothobranchius willerti,VU,,Jan-2019,,IUCN,https://www.iucnredlist.org/species/60441/47189377,
Nothobranchiidae,Toothcarps,Nothobranchius,VU,,Sep-2019,,IUCN,https://www.iucnredlist.org/species/156301922/131472679,
Nothobranchiidae,Toothcarps,Nothobranchius kafuensis,CEN,,,,PVL,https://caresforfish.org/?page_id=854,
Nothobranchiidae,Toothcarps,Nothobranchius,VU,,,,IUCN,,
Poeciliidae,Livebearers,Brachyrhaphis holdridgei,NT,,Feb-20,,IUCN,https://www.iucnredlist.org/species/162001789/164691511,
Poeciliidae,Livebearers,Brachyrhaphis rhabdophora,VU,,Nov-19,,IUCN,https://www.iucnredlist.org/species/164691400/164691526,
Poeciliidae,Livebearers,Brachyrhaphis roseni,NT,,Dec-19,,IUCN,https://www.iucnredlist.org/species/164691405/164691531,
Poeciliidae,Livebearers,Brachyrhaphis terrabensis,NT,,Sep-19,,IUCN,https://www.iucnredlist.org/species/164691408/164691536,
Poeciliidae,Livebearers,Carlhubbsia kidderi,CNT,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Cnesterodon carnegiei,VU,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186496/1813944,
Poeciliidae,Livebearers,Cnesterodon holopteros,EN,,Feb-21,,IUCN,https://www.iucnredlist.org/species/176509361/176509376,
Poeciliidae,Livebearers,Cnesterodon hypselurus,EN,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186991/1821484,
Poeciliidae,Livebearers,Cnesterodon iguape,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/187059/1822504,
Poeciliidae,Livebearers,Cnesterodon omorgmatos,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/186502/1814034,
Poeciliidae,Livebearers,Cnesterodon pirai,CR,,Nov-20,,IUCN,https://www.iucnredlist.org/species/176509627/176509769,
Poeciliidae,Livebearers,Cnesterodon septentrionalis,NT,,Nov-18,,IUCN,https://www.iucnredlist.org/species/134701062/134701066,
Poeciliidae,Livebearers,Gambusia alvarezi,CVU,,Sep-24,,MT,https://caresforfish.org/?page_id=1586,
Poeciliidae,Livebearers,Gambusia beebei,CR,,Apr-20,,IUCN,https://www.iucnredlist.org/species/125922864/125963354,
Poeciliidae,Livebearers,Gambusia clarkhubbsi,VU,,Feb-12,,IUCN,https://www.iucnredlist.org/species/202392/18231600,
Poeciliidae,Livebearers,Gambusia dominicensis,EN,,May-12,,IUCN,,
Poeciliidae,Livebearers,Gambusia eurystoma,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/8889/3147634,
Poeciliidae,Livebearers,Gambusia gaigei,VU,,Feb-12,,IUCN,https://www.iucnredlist.org/species/8890/18229201,
Poeciliidae,Livebearers,Gambusia heterochir,VU,,Feb-12,,IUCN,https://www.iucnredlist.org/species/8892/18232529,
Poeciliidae,Livebearers,Gambusia hurtadoi,CR,,Nov-18,,IUCN,https://www.iucnredlist.org/species/8893/3147754,
Poeciliidae,Livebearers,Gambusia krumholzi,VU,,Nov-18,,IUCN,https://www.iucnredlist.org/species/8898/3147911,
Poeciliidae,Livebearers,Gambusia longispinis,EN,,Nov-18,,IUCN,https://www.iucnredlist.org/species/8894/3147805,
Poeciliidae,Livebearers,Gambusia melapleura,VU,,Apr-20,,IUCN,https://www.iucnredlist.org/species/125961472/125963374,
Poeciliidae,Livebearers,Gambusia nobilis,EN,,Feb-12,,IUCN,https://www.iucnredlist.org/species/8895/18232636,
Poeciliidae,Livebearers,Gambusia pseudopunctata,EN,,Apr-20,,IUCN,https://www.iucnredlist.org/species/125961752/125963384,
Poeciliidae,Livebearers,Gambusia senilis,NT,,Dec-18,,IUCN,https://www.iucnredlist.org/species/8896/129984165,
Poeciliidae,Livebearers,Gambusia wrayi,NT,,Apr-20,,IUCN,https://www.iucnredlist.org/species/125962259/125963394,
Poeciliidae,Livebearers,Gambusia xanthosoma,EN,,Apr-20,,IUCN,https://www.iucnredlist.org/species/125962361/125963399,
Poeciliidae,Livebearers,Gambusia zarskei,VU,,Mar-19,,IUCN,https://www.iucnredlist.org/species/140314366/140314376,
Poeciliidae,Livebearers,Hiatirhaphis parismina,VU,,Nov-19,,IUCN,https://www.iucnredlist.org/species/164692295/164692531,
Poeciliidae,Livebearers,Limia caymanensis,NT,,May-20,,IUCN,https://www.iucnredlist.org/species/125979553/125986553,
Poeciliidae,Livebearers,Limia fuscomaculata,CR,,May-20,,IUCN,https://www.iucnredlist.org/species/125979703/125986568,
Poeciliidae,Livebearers,Limia garnieri,CR,,May-20,,IUCN,https://www.iucnredlist.org/species/125979710/125986573,
Poeciliidae,Livebearers,Limia grossidens,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125979756/125986578,
Poeciliidae,Livebearers,Limia immaculata,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125979839/125986588,
Poeciliidae,Livebearers,Limia islai,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/177038422/177038441,
Poeciliidae,Livebearers,Limia mandibularis,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/177038449/177038459,
Poeciliidae,Livebearers,Limia melanogaster,NT,,May-20,,IUCN,https://www.iucnredlist.org/species/125979910/125986593,
Poeciliidae,Livebearers,Limia miragoanensis,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125980030/125986598,
Poeciliidae,Livebearers,Limia nigrofasciata,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125980226/125986608,
Poeciliidae,Livebearers,Limia ornata,CR,,Jun-20,,IUCN,https://www.iucnredlist.org/species/125980547/125986618,
Poeciliidae,Livebearers,Limia rivasi,CR,,May-20,,IUCN,https://www.iucnredlist.org/species/125981340/125986633,
