Scientific_Name,Common_Name,Vendor,Product_Type,Tags,URL,Source,Found_In_Multiple_Sources
Rotala indica,Rotala Indica Green,CPA,Aquatic Plant,aquarium plants; Availability_In Stock; background; Collection_Aquarium Plants; instock; Light_High; limited quantity; Price_5.00-15.99; Rotala; Stem Plants,https://buceplant.com/products/rotala-indica-green,Buce Plant,Yes
Rotala indica,Rotala Indica,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Midground; Origin_Asia; Price_0.99-4.99; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; Rotala; stem plant; wabi kusa,https://buceplant.com/products/rotala-indica,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra,Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-macrandra,Aquarium Plants Factory,Yes
Rotala macrandra,Rotala Macrandra Green Vitro Culture,Aquarium Plants Factory,,Freshwater; In Vitro Tissue Culture; Rare Plants; Rotala,https://aquariumplantsfactory.com/products/rotala-macrandra-green-vitro-culture,Aquarium Plants Factory,Yes
Rotala macrandra,Rotala Macrandra Mini,Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-macrandra-mini,Aquarium Plants Factory,Yes
Rotala macrandra,Rotala Macrandra Mini Butterfly Vitro Culture,Aquarium Plants Factory,,In Vitro Tissue Culture; Rotala,https://aquariumplantsfactory.com/products/rotala-macrandra-mini-butterfly-in-vitro,Aquarium Plants Factory,Yes
Rotala macrandra,Rotala Macrandra Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Freshwater; In Vitro Tissue Culture; Rare Plants; Red Aquatic Plants Collection; Rotala; Sale,https://aquariumplantsfactory.com/products/rotala-macrandra-in-vitro,Aquarium Plants Factory,Yes
Rotala macrandra,Rotala Macrandra Mini Butterfly UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Availability_In Stock; Background; Care_Difficult; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; restock; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra-mini-butterfly-uns-tissue-culture,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Green,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Difficult; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Midground; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; Rotala; Start Your 2024 Scape; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra-green,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra 'Bangladesh' Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; background; Brand_Aquatic Farmer; Care_Difficult; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; Origin_Asia; Price_5.00-15.99; Rotala; stem plant; tissue culture,https://buceplant.com/products/rotala-macrandra-bangladesh-tissue-culture,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Mini Pink,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Background; Care_Difficult; Collection_Aquarium Plants; Light_High; Midground; oos; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; restock; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra-var-mini,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Mini Red UNS Tissue Culture,UNSTC,Tissue Culture,Aquarium Plant; aquarium plants; Aquatic Plants; background; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; red aquarium plants; red plant; stem plant; tissue culture,https://buceplant.com/products/rotala-macrandra-mini-uns-tissue-culture,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Yellow Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; Origin_Asia; Price_5.00-15.99; Rotala; stem plant; Tissue Culture; wabi kusa,https://buceplant.com/products/rotala-macrandra-yellow-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Yellow,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Care_Easy; Collection_Aquarium Plants; Light_High; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra-yellow,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Care_Difficult; Collection_Aquarium Plants; Light_High; Light_Medium; Midground; oos; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra,Buce Plant,Yes
Rotala macrandra,Rotala Macrandra Red,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Care_Difficult; Collection_Aquarium Plants; Light_High; Light_Medium; oos; Origin_Asia; Price_16.00-24.99; Price_25.00-39.99; Price_5.00-15.99; red aquarium plants; red plant; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-macrandra-red,Buce Plant,Yes
Rotala manipurensis,Rotala Manipurensis Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,In Vitro Tissue Culture; Rotala,https://aquariumplantsfactory.com/products/rotala-manipurensis-in-vitro,Aquarium Plants Factory,Yes
Rotala manipurensis,Rotala Manipurensis,CPA,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Buce Friday; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Price_0.99-4.99; Price_16.00-24.99; Price_5.00-15.99; restock; stem plant; Stem Plants,https://buceplant.com/products/rotala-manipurensis,Buce Plant,Yes
Rotala manipurensis,Rotala Manipurensis Tissue Culture,UNSTC,Tissue Culture,Aquarium Plant; Aquarium Plants; Aquatic Plants; Availability_In Stock; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; Price_5.00-15.99; tissue culture,https://buceplant.com/products/rotala-manipurensis-tissue-culture,Buce Plant,Yes
Rotala mexicana,Rotala Mexicana Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Freshwater; In Vitro Tissue Culture; Rotala; Sale,https://aquariumplantsfactory.com/products/rotala-mexicana-tissue-culture,Aquarium Plants Factory,Yes
Rotala mexicana,Rotala Mexicana,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; limited quantity; Origin_South America; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-mexicana,Buce Plant,Yes
Rotala mexicana,Rotala Mexicana Bangladesh UNS Tissue Culture,UNSTC,Tissue Culture,Aquarium Plant; Aquarium Plants; Aquatic Plants; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; tissue culture,https://buceplant.com/products/rotala-mexicana-bangladesh-tissue-culture,Buce Plant,Yes
Rotala mexicana,Rotala Mexicana Aquatic Farmer Tissue Culture,Aquatic Farmer,Tissue Culture,Aquarium Plant; Aquarium Plants; Background; Brand_Aquatic Farmer; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Origin_South America; Price_5.00-15.99; Stem Plant; Tissue Culture; wabi kusa,https://buceplant.com/products/rotala-mexicana-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala mini,Rotala Mini Butterfly,Aquarium Plants Factory,,Buy 2 Get 1 Free; Freshwater; Rotala,https://aquariumplantsfactory.com/products/rotala-mini-butterfly,Aquarium Plants Factory,No
Rotala nanjenshan,Rotala Nanjenshan,Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-nanjenshan,Aquarium Plants Factory,Yes
Rotala nanjenshan,Rotala Nanjenshan,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; restock; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-nanjenshan,Buce Plant,Yes
Rotala nanjenshan,Rotala Nanjenshan Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; Light_Medium; oos; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; tissue culture; wabi kusa,https://buceplant.com/products/rotala-nanjenshan-tissue-culture,Buce Plant,Yes
Rotala narrow,Rotala Narrow Leaf Sp. Red,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Difficult; Collection_Aquarium Plants; instock; Light_High; Light_Medium; limited quantity; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-narrow-leaf-sp-red,Buce Plant,No
Rotala orange,Rotala Orange Juice Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,Freshwater; In Vitro Tissue Culture; Rotala,https://aquariumplantsfactory.com/products/rotala-orange-juice-in-vitro,Aquarium Plants Factory,No
Rotala pearl,Rotala Pearl Mini,Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-macrandra-pearl-mini,Aquarium Plants Factory,No
Rotala ramosior,Rotala ramosior 'Florida',Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-ramosior-florida,Aquarium Plants Factory,Yes
Rotala ramosior,Rotala ramosior 'Red Cross',Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-ramosior-red-cross,Aquarium Plants Factory,Yes
Rotala rotundifolia,Rotala Rotundifolia,Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Free Shipping; Freshwater; Red Aquatic Plants Collection; Rotala; Sale,https://aquariumplantsfactory.com/products/rotala-rotundifolia-red,Aquarium Plants Factory,Yes
Rotala rotundifolia,Rotala Rotundifolia 'Orange Juice',Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Freshwater; Rotala,https://aquariumplantsfactory.com/products/rotala-rotundifolia-orange-juice,Aquarium Plants Factory,Yes
Rotala rotundifolia,Rotala Rotundifolia Green,Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Freshwater; Rotala,https://aquariumplantsfactory.com/products/rotala-rotundifolia-green,Aquarium Plants Factory,Yes
Rotala rotundifolia,Rotala Rotundifolia Red,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; hot; instock; Light_High; Midground; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; restock; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-rotundifolia-red,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia Blood Red UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Ultum Nature Systems; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; stem plant,https://buceplant.com/products/rotala-rotundifolia-blood-red-uns-tissue-culture,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia Manipurensis Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; New; Origin_Asia; Price_5.00-15.99; stem plant; tissue culture,https://buceplant.com/products/rotala-rotundifolia-manipurensis-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia Blood Red Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; New; Origin_Asia; Price_16.00-24.99; Price_5.00-15.99; stem plant; tissue culture,https://buceplant.com/products/rotala-rotundifolia-blood-red-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia Orange Juice,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; arrival; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; limited quantity; Midground; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; restock; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-rotundifolia-orange-juice,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; background; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; Rotala,https://buceplant.com/products/rotala-rotundifolia-uns-tissue-culture,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; Rotala; Stem Plant; Tissue Culture; wabi kusa,https://buceplant.com/products/rotala-rotundifolia-tissue-culture,Buce Plant,Yes
Rotala rotundifolia,Rotala Rotundifolia PLATINUM Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; background; beginner; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; midground; oos; Origin_Asia; stem plant; tissue culture; wabi kusa,https://buceplant.com/products/rotala-rotundifolia-platinum-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala sp,Rotala sp. 'Myanmar' Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Brand_Aquatic Farmer; Care_Easy; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; Tissue Culture; wabi kusa,https://buceplant.com/products/rotala-sp-myanmar-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala sp,Rotala sp. Goias Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; New; Origin_Asia; Price_5.00-15.99; stem plant; tissue culture,https://buceplant.com/products/rotala-sp-goias-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala sp,Rotala sp. Araguaia Red Cross,CPA,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; background; beginner; Care_Difficult; Collection_Aquarium Plants; Light_High; Midground; oos; Origin_Asia; Other_Rare; potted plant; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-sp-araguaia,Buce Plant,Yes
Rotala sp,Rotala Sp. Pearl UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Collection_Aquarium Plants; Collection_Tissue Culture; hot; Light_High; Midground; oos; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-sp-pearl-uns-tissue-culture,Buce Plant,Yes
Rotala sp,Rotala Sp. Pearl,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Collection_Aquarium Plants; hot; Light_High; Midground; oos; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-sp-pearl,Buce Plant,Yes
Rotala sunset,Rotala Sunset,Aquarium Plants Factory,,Buy 2 Get 1 Free; Rotala,https://aquariumplantsfactory.com/products/rotala-ramosior-sunset,Aquarium Plants Factory,Yes
Rotala sunset,Rotala Sunset Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; Availability_In Stock; background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; limited quantity; Midground; Origin_North America; Price_5.00-15.99; red plant; Rotala; stem plant; tissue culture,https://buceplant.com/products/rotala-sunset-tissue-culture,Buce Plant,Yes
Rotala super,Rotala Super Red Mini,Aquarium Plants Factory,,Buy 2 Get 1 Free; Freshwater; Rare Plants; Red Aquatic Plants Collection; Rotala,https://aquariumplantsfactory.com/products/rotala-super-red-mini,Aquarium Plants Factory,No
Rotala vietnam,Rotala Vietnam UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plants; background; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; Rotala; tissue culture,https://buceplant.com/products/rotala-vietnam-uns-tissue-culture,Buce Plant,Yes
Rotala vietnam,Rotala Vietnam Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plants; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; Rotala; Stem Plants; tissue culture,https://buceplant.com/products/rotala-vietnam-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala wallichii,Rotala Wallichii,Aquarium Plants Factory,Mid-Ground / Background Plants,Buy 2 Get 1 Free; Red Aquatic Plants Collection; Rotala,https://aquariumplantsfactory.com/products/rotala-wallichii,Aquarium Plants Factory,Yes
Rotala wallichii,Rotala Wallichii,ACW,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; mother's day deals; Origin_Asia; Price_0.99-4.99; Price_16.00-24.99; Price_5.00-15.99; red aquarium plants; red plant; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-wallichii,Buce Plant,Yes
Rotala wallichii,Rotala Wallichii Aquatic Farmer Tissue Culture,Aquatic Farmer,Tissue Culture,Aquarium Plant; aquarium plants; Background; Brand_Aquatic Farmer; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; Light_Medium; Origin_Asia; Price_5.00-15.99; red aquarium plants; red plant; Stem Plant; Tissue Culture; wabi kusa,https://buceplant.com/products/rotala-wallichii-aquatic-farmer-tissue-culture,Buce Plant,Yes
Rotala wallichii,Rotala Wallichii Tissue Culture,UNSTC,Tissue Culture,aquarium plants; background; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Price_5.00-15.99; red aquarium plants; Rotala,https://buceplant.com/products/rotala-wallichii-tissue-culture,Buce Plant,Yes
Rotala wayanad,Rotala Wayanad Vitro Culture,Aquarium Plants Factory,Tissue Culture Plants,In Vitro Tissue Culture; Rotala,https://aquariumplantsfactory.com/products/rotala-wayanad-vitro-culture,Aquarium Plants Factory,Yes
Rotala wayanad,Rotala Wayanad,IS,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; instock; Light_High; Light_Medium; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; wabi kusa,https://buceplant.com/products/rotala-wayanad-1,Buce Plant,Yes
Rotala wayanad,Rotala Wayanad UNS Tissue Culture,UNSTC,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Availability_In Stock; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; instock; Light_High; Light_Medium; limited quantity; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; tissue culture; wabi kusa,https://buceplant.com/products/rotala-wayanad-uns-tissue-culture,Buce Plant,Yes
Rotala wayanad,Rotala Wayanad Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Background; Care_Medium; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; Light_Medium; oos; Origin_Asia; Price_5.00-15.99; Rotala; Stem Plant; tissue culture; wabi kusa,https://buceplant.com/products/rotala-wayanad,Buce Plant,Yes
Sagittaria platyphylla,Sagittaria Platyphylla,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Care_Easy; Collection_Aquarium Plants; grass; Light_High; Light_Medium; New; oos; Price_5.00-15.99,https://buceplant.com/products/sagittaria-platyphylla,Buce Plant,No
Sagittaria pusillus,Sagittaria Pusillus,CPA,Aquatic Plant,Aquarium Plant; aquarium plants; Availability_In Stock; Availability_On SALE; Care_Easy; carpeting; Collection_Aquarium Plants; Foreground; grass; instock; Light_High; Light_Medium; Price_5.00-15.99,https://buceplant.com/products/sagittaria-pusillus,Buce Plant,No
Sagittaria subulata,Sagittaria Subulata Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Brand_Aquatic Farmer; Care_Easy; carpeting; Collection_Aquarium Plants; Collection_Tissue Culture; Foreground; Light_High; Light_Medium; oos; Origin_North America; Origin_South America; Price_5.00-15.99; tissue culture,https://buceplant.com/products/sagittaria-subulata-aquatic-farmer-tissue-culture,Buce Plant,Yes
Sagittaria subulata,Sagittaria Subulata,ACW,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; beginner; Care_Easy; carpeting; Collection_Aquarium Plants; Foreground; grass; Light_High; Light_Medium; oos; Origin_North America; Origin_South America; potted plant; Price_0.99-4.99; Price_5.00-15.99,https://buceplant.com/products/sagittaria-subulata,Buce Plant,Yes
Sagittaria subulata,Sagittaria Subulata UNS Tissue Culture,UNSTC,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Care_Easy; carpeting; Collection_Aquarium Plants; Collection_Tissue Culture; foreground; Light_High; Light_Medium; oos; Origin_North America; Origin_South America; Price_5.00-15.99; tissue culture,https://buceplant.com/products/sagittaria-subulata-tissue-culture,Buce Plant,Yes
Salvinia cucullata,Salvinia Cucullata,ACW,Aquatic Plant,aquarium plants; Aquatic Plants; Availability_In Stock; Care_Easy; Collection_Aquarium Plants; fern; floating plants; hot; instock; Light_Low; Light_Medium; Low Tech; Origin_Cosmopolitan; pond plant; Price_5.00-15.99; restock,https://buceplant.com/products/salvinia-cucullata,Buce Plant,No
Salvinia minima,Salvinia Minima,Aquarium Plants Factory,Floating Plants,Buy 2 Get 1 Free; Floating Plants; Salvinia,https://aquariumplantsfactory.com/products/salvinia-minima,Aquarium Plants Factory,Yes
Salvinia minima,Salvinia Minima Vitro Culture,Aquarium Plants Factory,Floating Plants,Floating Plants; In Vitro Tissue Culture; Salvinia,https://aquariumplantsfactory.com/products/salvinia-minima-in-vitro,Aquarium Plants Factory,Yes
Salvinia natans,Salvinia Natans/ Floating Fern,ACW,Aquatic Plant,aquarium plants; Aquatic Plants; Buce Friday; Care_Easy; Collection_Aquarium Plants; fern; floating plants; Light_Low; Light_Medium; Low Tech; oos; Origin_Cosmopolitan; pond plant; Price_0.99-4.99; Price_5.00-15.99,https://buceplant.com/products/salvinia-natans,Buce Plant,No
Samolus parviflorus,Samolus Parviflorus Red,Aquarium Plants Factory,,Buy 2 Get 1 Free; Lysimachia; Samolus,https://aquariumplantsfactory.com/products/samolus-parviflorus-red,Aquarium Plants Factory,Yes
Samolus parviflorus,Samolus Parviflorus Red Vitro Culture,Aquarium Plants Factory,,In Vitro Tissue Culture; Lysimachia; Samolus,https://aquariumplantsfactory.com/products/samolus-parviflorus-red-vitro-culture,Aquarium Plants Factory,Yes
Samolus parviflorus,Samolus Parviflorus Red Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,Aquarium Plant; aquarium plants; Aquatic Plants; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; Light_High; oos; Origin_Asia; Price_0.99-4.99; Price_5.00-15.99; Stem Plant; Tissue Culture,https://buceplant.com/products/samolus-parviflorus-red-aquatic-farmer-tissue-culture,Buce Plant,Yes
Saururus cernuus,Saururus Cernuus (Lizard's Tail),Aquarium Plants Factory,,Buy 2 Get 1 Free; Saururus,https://aquariumplantsfactory.com/products/saururus-cernuus,Aquarium Plants Factory,No
Scarlet temple,Scarlet Temple,Plants,Live Plants,Aquarium Co-Op; background Plants; bestseller; bestsellers-resort; brand_live_plant; light-requirements_high-light-plants; light-requirements_medium-light-plants; Live Plant; live-plants; meta-related-article-5-red-plants; meta-related-article-background-plants; meta-related-article-high-tech-plants; meta-related-article-how-to-plant; meta-related-article-paludarium-plants; placement_background-plants; Red Plants; Stem Plants; type_red-plants; type_stem-plants; USA_OK; wet_plant,https://aquariumcoop.com/products/scarlet-temple,Aquarium Co-Op,No
Schismatoglottis prietoi,Schismatoglottis Prietoi,Aquarium Plants Factory,,Buy 2 Get 1 Free; Schismatoglottis,https://aquariumplantsfactory.com/products/schismatoglottis-prietoi,Aquarium Plants Factory,Yes
Schismatoglottis prietoi,Schismatoglottis Prietoi Vitro Culture,Aquarium Plants Factory,,In Vitro Tissue Culture; Schismatoglottis,https://aquariumplantsfactory.com/products/schismatoglottis-prietoi-in-vitro,Aquarium Plants Factory,Yes
Schismatoglottis prietoi,Schismatoglottis Prietoi Tissue Culture,Plants,Live Plants,brand_live_plant; Foreground Plants; light-requirements_low-light-plants; Live Plant; live-plants; Low Light Plants; meta-related-article-how-to-plant; placement_foreground-plants; type_Tissue-Culture; USA_OK; wet_plant,https://aquariumcoop.com/products/schismatoglottis-prietoi-tissue-culture,Aquarium Co-Op,Yes
Schismatoglottis roseospatha,Schismatoglottis Roseospatha,BUCE,Aquatic Plant,aquarium plant; aquarium plants; Aquatic Plants; Availability_In Stock; Bucephalandra; Care_Easy; Care_Medium; Collection_Aquarium Plants; Collection_Bucephalandra; cryptober; instock; Light_High; Light_Low; Light_Medium; limited quantity; Midground; Origin_Asia; Other_Rare; Price_16.00-24.99; Price_25.00-39.99; restock,https://buceplant.com/products/schismatoglottis-roseopatha,Buce Plant,No
Scrophulariaceae sp,Scrophulariaceae Sp Aquatic Farmer Tissue Culture,Aquatic Farmer,Aquatic Plant,aquarium plant; aquarium plants; background; Brand_Aquatic Farmer; Collection_Aquarium Plants; Collection_Tissue Culture; midground; Price_5.00-15.99; Stem Plant; tissue culture,https://buceplant.com/products/scrophulariaceae-sp-aquatic-farmer-tissue-culture,Buce Plant,No
Selaginella erythropus,Selaginella Erythropus (Ruby Red Clubmoss),Aquarium Plants Factory,,Buy 2 Get 1 Free; Selaginella,https://aquariumplantsfactory.com/products/selaginella-erythropus,Aquarium Plants Factory,No
Selaginella kraussiana,Selaginella Kraussiana,Aquarium Plants Factory,,Buy 2 Get 1 Free; Selaginella,https://aquariumplantsfactory.com/products/selaginella-kraussiana,Aquarium Plants Factory,Yes
Selaginella kraussiana,Selaginella Kraussiana Mini,Aquarium Plants Factory,,Buy 2 Get 1 Free; Selaginella,https://aquariumplantsfactory.com/products/selaginella-kraussiana-mini,Aquarium Plants Factory,Yes
